"text","rating","review_date","product_id","review_id","reviewer","review_page","trouble"
"Someone recommended this to me and I'm so happy I tried it. I've suffered from years of too-thin hair caused by medical reasons and got so sick of looking at fine, thin, flat, wispy hair everyday. I already have some great hair care products to make my thin hair LOOK thicker, but needed my hair to actually GET thicker and re-grow. Well, this stuff seems to do the job it claims to do. I used the first month's supply and my hair is already fuller, the sections that were sparse are filling in and my hair styles so much better because there's more hair to work with. It's also growing faster than before. I just purchased my second box and am going to continue to use it. I'm a major skeptic when it comes to products like this because I don't have time or money to waste, but I noticed the difference in my hair's thickness within 2.5 to 3 weeks after starting the Viviscal. I also received comments about my hair from others who know me as well. Worth the $$ because it works.","5.0 out of 5 stars","November 12, 2014","http://www.amazon.com/review/R3R08PVOVPN9TY/ref=cm_aya_cmt?ie=UTF8&ASIN=B002JPJ2ZS#wasThisHelpful","R3R08PVOVPN9TY","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
"This stuff goes on with the consistency of petroleum jelly and provides a good barrier of protection for very dry or irritated skin, but it's not something that absorbs well like a hand cream.I like to use it mostly for my hands and feet that get really dry as the weather gets colder, but I always put cotton socks and cotton gloves after I apply it, because it's an ointment and I don't want greasiness all over my clothing or bedding. It's also good for any skin irritations, scratches or little scrapes.The touch-free applicator isn't that helpful to me because I'm not going to apply it to the the bottom of my feet and then put some on my lips or face using the same applicator. Ickk. Maybe if you're using the tube for only one purpose (like diaper rash for instance), then the touch-free applicator might be useful. Just mark the tube somehow so you don't forget, lol...The ointment itself is pretty good as long as you don't mind the gooey petroleum consistency, but a regular tube or a tub container might be better if you're using it for multiple purposes. 3.5 stars.","3.0 out of 5 stars","November 12, 2014","http://www.amazon.com/review/R2LT7QLQR8YPVM/ref=cm_aya_cmt?ie=UTF8&ASIN=B00NR90T0W#wasThisHelpful","R2LT7QLQR8YPVM","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
"I've been finding these boards so useful for all sorts of things, from having a tray to set snacks out on, to line a serving tray with, to gather supplies for a recipe I'm making and rolling cookie dough just to name a few. I like being able to have a clean cutting surface when I'm trying to make something quickly and don't have time to wash a big cutting board in between messy ingredients. It's easy to grab one of these to use for veggies and another for meats or other ingredients. They're durable, so it keeps the counter from getting cut or scratched and the surface holds up well so wet foods don't soak through easily. The raised edge helps prevent liquids from seeping over. I chopped up lots of ingredients for a crockpot soup the other day and it held up nicely with no leaks. While they're not a replacement from a full-size cutting board for someone who cooks a lot, they do the job well and are very convenient to keep on hand for miscellaneous cutting/chopping and numerous other purposes in the kitchen.","5.0 out of 5 stars","November 7, 2014","http://www.amazon.com/review/R28R4EF4JWREG2/ref=cm_aya_cmt?ie=UTF8&ASIN=B00NSPR34U#wasThisHelpful","R28R4EF4JWREG2","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
"This label maker has worked great for me so far. When I first opened the box, I was surprised how compact it is for how much you can do with it. It has a built-in carrying handle on the bottom, which makes moving it around easy, but it's still very lightweight.I quickly noticed that it's very well-designed and extremely easy to use. Set-up is as simple as plugging in the A/C adapter, inserting a tape cartridge and turning it on. It's user-friendly the whole way through. There's a Quick-Start guide booklet included that makes it easy to look up anything that's not self-explanatory (like choosing from the HUGE assortment of symbols, pictures/icons, frames, how to save labels and using the Epson label editing software to transfer things from your computer to the label maker).You can make labels for obvious things like file folders or name tags, but you can also make barcode labels, wraps for cables, ribbons for party favor bags, hair bows or pony tail holders, gift tag and decorations for greeting cards just to name a few. If you use the Epson label editing software and connect the label maker to your computer with the included USB cord, you can add your own personal logo or even a photo to your labels. So, if you need a label maker that let's you make more creative and professional-looking labels, this is a great machine.I've made quite a few types of labels and decorative ribbons so far and they look great, plus they're fun to make and don't take much time. It allows you to customize fonts, size, how many lines you want on a label and more. It shows a sample of how the label will look on the screen above the keyboard. If you're happy with that, just hit 'print' and it quickly sends out your label and even cuts if for you.The label maker comes with one black on white sample �"" tape, so to make things like ribbons, cable wraps or different size labels, you'll have to purchase these additionally. No batteries are included, so if you don't want to use the A/C adapter, you'll need six AA batteries. It also includes a CD with the label editing software (PC only). Mac users need to download it from Epson site. Instructions on this are included.About the only downside is the cost of purchasing additional tape cartridges, especially if you plan to print lots of labels or ribbons. It can add up, but you're paying for the convenience of being able to make stand-out, professional labels easily and quickly from home. If you're a business or freelance professional or just want to be able to create attractive custom labels or tags that include graphics or logos, this is the ideal label maker.","5.0 out of 5 stars","November 3, 2014","http://www.amazon.com/review/R1LZDW4K9YMLAW/ref=cm_aya_cmt?ie=UTF8&ASIN=B00MBE23VW#wasThisHelpful","R1LZDW4K9YMLAW","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
"I got a large sample of this eye cream with another product I bought and have been using it for about 10 days or so now. It's definitely the best eye cream I've ever used. It has a light and airy consistency, sort of like a whipped matte finish gel, which is the best way I can describe it. Since it's matte, there's no shine or greasiness. It immediately makes the under eye area look hydrated, firmer and younger. I even put it on in the morning under my eye makeup and it doesn't cause my eyeliner or mascara to smudge like some eye creams tend to do. Besides the immediate, noticeable improvement, the retinol is great at long-term wrinkle improvement and prevention. I noticed a little sandpapery feel in the areas where I'd been applying it about 3 or 4 days after starting the cream. The retinol had started to gently exfoliate sun-damaged areas of the skin, so I can tell there's more than just superficial improvement. In my experience, retinol works wonders to make skin look younger and this cream has a high retinol concentration. So if you use this cream consistently, the skin cell turnover is increased and there's less wrinkling, a reduction in sun damage and a more youthful eye area. It's also a good product for women as young as their 20's because it helps to prevent wrinkling around the eye area before it even starts. I rarely buy anything but drugstore moisturizers and creams, but this product is one that's worth it's price tag. 5 stars.","5.0 out of 5 stars","October 29, 2014","http://www.amazon.com/review/RD9AMWI9ZROA5/ref=cm_aya_cmt?ie=UTF8&ASIN=B00F9OCLLS#wasThisHelpful","RD9AMWI9ZROA5","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
"This is an interesting phone; there are lots of things I like and a few things that annoy me about it. This is my second Windows phone and being someone who's more used to Apple products, I have to say I like the Windows phone OS better than I expected. It took a little time to get used to and appreciate the differences between iOS and Windows, but though they're different, Windows is user-friendly and very easy to customize the phone to suit what things you use most often and what your preferences are.First the good...I love the camera on this phone. It's the best of any phone I've had because the pictures are sharp, bright and clear. There are front and rear facing cameras. As someone who enjoys photography, I appreciate being able to take high-quality photos on my phone when I don't have my camera with me.The phone comes with a matching slip-on cover, one screen protector and ear buds. When I ordered this phone, I assumed I'd have to get these things seperately, but I was pleasantly surprised they were included and it saved me the time and money of ordering additional accessories.The size of this phone is nice, yet it still feels fairly lightweight. I have a smaller smartphone that weighs more than this one.The screen color is bright and vivid and the sound is also good when I'm listening to music or videos.I'm using it with AT&T service and so far, so good. Good sound quality and no dropped calls.The dual-SIM card slots is another useful feature for some people.The battery life is pretty good compared to other phones I have.Like many smartphones, there's limited internal memory, so it's necessary to purchase a storage card. Here's an example of a couple that work well with this phone:SanDisk 32GB Ultra Class 10 Micro SDHC up to 48MB/s with Adapter (SDSDQUAN-032G-G4A) [Newest Version]Samsung Electronics 32GB EVO Micro SDHC with Adapter Up to 48MB/s Class 10 Memory Card (MB-MP32DA/AM)Things like apps, music downloads, photos and videos can be stored on this card and you won't max out your phone's memory. A 32GB card is more than enough for the average user. It's easy to set up so things automatically are stored to this card instead of on your phone's internal memory.A couple things that could be improved on this phone:-The Windows 'home' icon near the bottom of the phone is small and light/medium gray in color. I have perfect 20/20 vision and it seems a little hard to see against the black of the phone. It's especially hard to see in low light or dark conditions. The same goes for the back arrow and the search icons that are on either side of the Windows home icon. These should definitely be lit up more. On my other Windows phone, they're lit bright white and easy to see day or night.-The most annoying thing about this phone is the way the touchscreen works. Often when I'm scrolling down the home screen or through the list of apps on the phone, apps that I happen to touch as I'm scrolling along will open unintentionally. I'll have to close the app and resume what I'm doing, but this happens often and it seems like the screen is too sensitive or something. But, at other times, I'll have to press hard to get things to work. For example, I was deleting photos and had to press the trash icon very hard to get it to delete. I haven't experiened this with other phones I've had, Windows or otherwise.So my overall opinion of this phone is fairly positive but the touchscreen issue is the biggest drawback for me. There are lots of nice features like the high-quality photos, the light weight for a large screen size, the 2 SIM card slots, the included accessories, etc., but for me to really like this phone the touch screen would need to be improved because it's annoying for apps to open as I'm gently scrolling down the screen. It never happens with my other Windows phone, so it can't just be the way I'm using it. I'm not sure why it doesn't happen constantly and I notice it when I'm doing some things more than others, but it continues to be a problem.Though I'm giving it 4 stars, I'd probably give it between a 3.5 to 3.8 if I could due to the frequent annoyance of the touchscreen. If my opinion changes as I used the phone more, I'll update my rating/review.","4.0 out of 5 stars","October 28, 2014","http://www.amazon.com/review/R16O4QQ6SLC9I7/ref=cm_aya_cmt?ie=UTF8&ASIN=B00NQGFQ7C#wasThisHelpful","R16O4QQ6SLC9I7","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
"I got this speaker to use with a laptop and an iPad Mini and it worked perfectly with both. It comes partially charged, so I hooked the included USB cord to my computer and it fully charged in under 30 minutes. It's just a small, hockey puck sized speaker, but the sound quality is quite good and projects well around the room. It says the Bluetooth works up to about 30 feet, but I was able to go to another room in the house (more than 30 feet) and still had full sound. Operation is simple: just charge, pair with Bluetooth on your device, turn on and that's it. There's +/- for volume adjustment. It comes with an instruction guide and a nice black velvety drawstring carrying case for easy portability. The battery charge lasts for about 4 hours. It's a convenient little accessory for having a speaker nearby, rather than moving the laptop, computer or tablet. The size makes it perfect for travel too.","4.0 out of 5 stars","October 21, 2014","http://www.amazon.com/review/R27AFAGNVXR6Y2/ref=cm_aya_cmt?ie=UTF8&ASIN=B00LLJ55XG#wasThisHelpful","R27AFAGNVXR6Y2","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
"I got this phone to replace an older AT&T GoPhone and am loving it so far. I considered getting the new iPhone, but didn't want a contract or to pay full retail price for an unlocked iPhone. This Nokia phone seemed to have the features I wanted at a fraction of the iPhone price, so after using it for about a month now, I'm so glad I got this phone. It's a bargain for how much it has to offer.I never had a Windows phone before, so I wasn't sure what to expect. I was pleasantly surprised at how many things you can customize on this phone compared to the other phone I had. Icons of different apps and features can be moved around, resized and you can choose which ones you want and don't want on your main screen. It's easy to customize everything from ringtones, backgrounds, security/passwords, apps, storage, and much more. From the 'User Settings Menu', you can totally personalize the phone to suit your preferences. I use mostly Apple products, so the Windows interface took some getting used to, but it's pretty simple to use and is easy to customize the phone to what features/apps are most important to you.The phone itself works great: clear reception on calls, no dropped calls, easy to adjust volume, no technical problems or freezing. Videos and YouTube play nicely and the speakers project sound well. This is the second Nokia phone I've had and like the first, this one works well and is trouble-free. I've been using it a lot and it's never frozen or not worked when I need it.I did find out that this phone doesn't have too much internal storage space and after adding some apps, photos, videos, etc, the phone was getting close to its capacity. I purchased a Professional Ultra SanDisk 32GB MicroSDHC Nokia Lumia 635 card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) seperately. 32GB seems like more than enough space, so now I can add lots of apps, take photos, video and download music without worrying about the phone's storage being maxed out. In the phone's user settings, you can choose what things (like apps, for example) that you want to automatically be saved to the storage disk instead of on the phone. I think this option comes up when you first put the disk into the back of the phone and the phone automatically recognizes you added a disk.The other accessories that I purchased for this phone are:Fosmon Nokia Lumia 635 SLIM-Fit Case [DURA FRO] Flexible TPU Cover - Retail Packaging (Black)Good basic protection for everyday use.Fosmon Anti-Glare (Matte) Screen Protector Shield for Nokia Lumia 635 - Retail Packaging (3 Pack)Cuts down on fingerprints, glare, easy to put on and keep the screen scratch-free.SOGA® Rapid Auto Vehicle Micro USB Car Charger Adaptor for Nokia Lumia 510, 520, 521, 525, 530, 630, 635, 810, 822, 900, 920, 925, 928, 929 Icon, 930, 1020, 1520 Cell PhoneVery convenient if you're out and your battery gets low.These have all worked great with my phone.There are just a few things I don't like about this phone. It feels sort of heavy if I'm holding it for a while with longer calls. Maybe I'm just not used to a smartphone or should get a bluetooth headphone, but it's just something I noticed.The battery life is okay, but seems like it could be better. I'm charging at least every other day and I'm not someone who uses my phone constantly. If I use the phone a lot, I charge it once a day. This is one of the reasons the car charger is helpful.If you love taking selfies, this probably isn't the phone for you because there's no front-facing camera. The photo quality is good, but not great.There have a been a couple occasions where an app didn't work with the phone, which is more of a Windows issue than a problem with the phone itself. For example, I downloaded the U-Stream app, but it wouldn't work. Annoying, but in general, most of the apps I downloaded work as they're supposed to.For the price, I feel like this phone is a steal. I did quite a bit of research prior to ordering and couldn't find another smartphone in this price range with as many features and good quality.I really like having a good quality smartphone with so many useful features without dealing with a contract. I definitely recommend this phone for someone who wants a versatile smartphone at a good price. 4.5 stars.","4.0 out of 5 stars","October 21, 2014","http://www.amazon.com/review/R3VFFDBVVOXTPX/ref=cm_aya_cmt?ie=UTF8&ASIN=B00LBFFSNM#wasThisHelpful","R3VFFDBVVOXTPX","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
"My skin tends to be high-maintenence: combination oily/dry, sensitive, breaks out with some products and changes with the seasons. Because of these things, I have a very hard time finding products that make my skin look good without adding extra shine, are overly drying or contain ingredients that cause breakouts. I've tried expensive department store products as well as drugstore brands and have only had mixed results. This Morea Naturals serum is really a good fit for my skin. My complexion immediately feels smoother, more toned and hydrated, but without added greasy shine that I find in other products. I use this serum in the evening after using my cleanser and in the morning before I put on my sunscreen and foundation. My skin looks great and has a nice, even finish to it as if I'm wearing a primer. It minimizes pores too. I love that it's unscented (I have alleriges to products with perfumes) and contains natural ingredients. Also no parabens and cruelty-free. It's a good price for this size bottle too. This is a product that I'll continue to use because of the improvements I see in my skin.","5.0 out of 5 stars","October 14, 2014","http://www.amazon.com/review/R2SDLPR1EMHXEP/ref=cm_aya_cmt?ie=UTF8&ASIN=B00LWGCC84#wasThisHelpful","R2SDLPR1EMHXEP","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
"This is the first time I used a screen protector on my phone and I just love these. It was easier to put on than I expected and it gives the phone screen a matte, anti-glare finish. It cuts down on fingerprints too. The pack comes with three protectors, a lint cloth and a plastic card to help ensure a bubble-free application. Just be sure your phone screen is completely clean and dust-free before applying. I used a flashlight to make sure there was no dust or fingerprints. Or, put them on in a brightly lit or sunny room. Very happy with this product!","5.0 out of 5 stars","October 14, 2014","http://www.amazon.com/review/R156L23UA908VY/ref=cm_aya_cmt?ie=UTF8&ASIN=B00K1FS8I0#wasThisHelpful","R156L23UA908VY","A235UFZGCFN3J5","http://www.amazon.com/gp/cdp/member-reviews/A235UFZGCFN3J5?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","correct"
