"text","rating","review_date","product_id","review_id","reviewer","review_page","trouble"
"0","0","0","0","0","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=4&sort_by=MostRecentReview","banned"
"0","0","0","0","0","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=5&sort_by=MostRecentReview","banned"
"0","0","0","0","0","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=6&sort_by=MostRecentReview","banned"
"0","0","0","0","0","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=7&sort_by=MostRecentReview","banned"
"0","0","0","0","0","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=8&sort_by=MostRecentReview","banned"
"0","0","0","0","0","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=9&sort_by=MostRecentReview","banned"
"And she loves them. They are easy to find in the tall grass/rough, and there is no mistaking them for the Callaways or Titleists that her friends use. These are now our standard birthday, Christmas, and Mother's Day gift to her! BTW, she likes the blue, pink, and purple ones best because they are easier than the others to find on the course.","5.0 out of 5 stars","May 16, 2014","http://www.amazon.com/review/R1YLBFHDQG804U/ref=cm_aya_cmt?ie=UTF8&ASIN=B005SAX6V2#wasThisHelpful","R1YLBFHDQG804U","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=10&sort_by=MostRecentReview","correct"
"This is exactly what I was looking for. It's nice and thick, water-based, and sticks like super glue. Better get placement right the first time, though, because it's pretty difficult to peel off the pad to move it (initially)--and forget about just sliding it over real quick-like. Your best bet is to wait for your skin to warm it up a little to loosen the gel, and then try to move the pad by sliding it a bit or peeling it off completely. I like to add more gel if I'm going through the bother of peeling it off.Clean up on the skin is easy--plain water or soap and water. My other (runnier) TENS adhesive cleans up with soap and water and then alcohol to pick up any residue. Tensive doesn't respond to alcohol clean up (I ended up with sticky, gross balls of the stuff all over my neck and hair), so I don't recommend using isopropyl alcohol with this product.","5.0 out of 5 stars","May 16, 2014","http://www.amazon.com/review/R3UPOXU8SUFFYB/ref=cm_aya_cmt?ie=UTF8&ASIN=B0011YY9YM#wasThisHelpful","R3UPOXU8SUFFYB","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=10&sort_by=MostRecentReview","correct"
"but they don't LOVE them because they aren't shiny. I wanted Kamik boots because they are supposed to be super durable, and my girly-girl daughters require bows or belts or some kind of blingy-flare type of embellishment on all of their clothes/shoes. The Raindrops Rain Boots have buckles, but the matte finish on them didn't impress my princesses. My older daughter, 1st grader going into 2nd grade this fall, thinks they are fine but my younger daughter prefers the shiny polka dot boots with hot pink bows on them that do not match her red raincoat.I actually love the boots and would wear them myself if I could stuff my old-lady, size 9 foot into them!","4.0 out of 5 stars","May 16, 2014","http://www.amazon.com/review/R22SFC423PICQC/ref=cm_aya_cmt?ie=UTF8&ASIN=B005CUETYQ#wasThisHelpful","R22SFC423PICQC","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=10&sort_by=MostRecentReview","correct"
"He is totally into all things Pokemon, and I had no idea what was already on his bookshelf. I bought the set, wrapped it, and dropped it off at the party after telling his mom that I could return the set if he didn't like it or already had the books. HE LOVED THE SET. He'd read 3 of the books by the time I called at 9pm that evening and didn't want to sleep because he was working on the 4th book.Highly recommend for Pokemon enthusiasts!","5.0 out of 5 stars","May 16, 2014","http://www.amazon.com/review/R2PUGMCBWCJXX7/ref=cm_aya_cmt?ie=UTF8&ASIN=1421539187#wasThisHelpful","R2PUGMCBWCJXX7","A2NW131BJQQ3LS","http://www.amazon.com/gp/cdp/member-reviews/A2NW131BJQQ3LS?ie=UTF8&display=public&page=10&sort_by=MostRecentReview","correct"
