"text","rating","review_date","product_id","review_id","reviewer","review_page","trouble"
"This Melissa & Doug Round The City Rescue Rug is a great gift for children. I know my great nephews loved zooming around on that colorful rug to perform various rescues in the city. The children can use their own vehicles or additional toys on this colorful rug to make up their own adventures. Plus the rug stands up to being used in a not so gentle way, which is very important if kids are going to be running toy vehicles over it.I recommend this Melissa & Doug Round the City Rescue Rug highly for anyone who want to engage a beloved child's imagination. The kids love it  and it is sturdy enough to withstand the wear and tear a much used toy endures.","5.0 out of 5 stars","November 14, 2015","http://www.amazon.com/review/RYHFO3LK1HPXC/ref=cm_aya_cmt?ie=UTF8&ASIN=B012508I0Q#wasThisHelpful","RYHFO3LK1HPXC","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
"The Lenox Angel Wishes Holly Bell China Ornament is the perfect gift for the person you know who collects Christmas ornaments. Lenox has been know for making beautiful ornaments for many years and this is one of prettiest ornaments I have seen.It is small and it is delicate, not a suitable ornament for a child because the child could (unintentionally) break the ornament. But for those of us who collect angels or Christmas ornaments, this is a perfect gift. You can start your Lenox ornament collection with this beautiful angel. I recommend this highly.","5.0 out of 5 stars","November 14, 2015","http://www.amazon.com/review/R26OTG0ZNNGWRL/ref=cm_aya_cmt?ie=UTF8&ASIN=B00CFBGW5E#wasThisHelpful","R26OTG0ZNNGWRL","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
"I have a pizza stone I have used for a long time. I have never been able to find a satisfactory way to clean it. I clean it but it just doesn't really seem clean to me. I received the Cusinart CCB-399 Pizza Stone Cleaning Brush and finally took it to my pizza stone. It looks as if it should be a grill brush as it has a very long (to me) handle. Maybe this is how this type of tool is designed, I don't know. But what is important is how the brush works on the pizza stone. I was very pleased with the brush after I cleaned my pizza stone. I didn't have to scrub to try and get the icky stuff off. The brush worked its magic on the pizza stone and it was very clean.I am very happy with this pizza brush. I advise anybody with a pizza stone to buy this brush to thoroughly clean their pizza stone. It almost looks brand new (it is over 20 years old). And if you are buying a pizza stone as a gift, I suggest you buy this to accompany the gift. The reciepients will be very happy for your thoughtfulness.","5.0 out of 5 stars","November 14, 2015","http://www.amazon.com/review/RWLHZDKXXFJA9/ref=cm_aya_cmt?ie=UTF8&ASIN=B00N0L5QLO#wasThisHelpful","RWLHZDKXXFJA9","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
"Oh, this Serta Plush Velour Electric Heated Mattress Pad is so very comforting. You can set it up easing and have your bed all toasty and warm by the time you go to bed,  You could set your thermostat lower because your bed would be warmer. There are 10 different settings so you can get the amount of heat you want. It also automatically turns itself off after being on for 10 hours. And the best part? It is machine washable and dryable. So if you spill something on the mattress pad, no big deal.The top is microplush which is extremely soft. Combine the softness with the warmth and you have a perfect environment to sleep in. It is especially comforting during those unfortunate sneezing, coughing sick days. It cradles you in its warmth.I recommend this product highly for people like me who are always cold and I think it would be a great gift for someone who always feels cold. But don't try the gift mattress pad unless you bought yourself one of these - you will  not want to give it up.","5.0 out of 5 stars","November 11, 2015","http://www.amazon.com/review/R2PC41KY8WFFE5/ref=cm_aya_cmt?ie=UTF8&ASIN=B013EHI9NU#wasThisHelpful","R2PC41KY8WFFE5","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
"My youngest sister had a similar toy when she was a kid and she really enjoyed. What my mother did not enjoy was the mess she could create by playing with this. This art spinner seems a little smaller than the one my sister had.This was for my great niece and she loves it. It's easy for a child to use (age 6 and up). This model has a splash shield, so hopefully my great niece will not be repainting her bedroom walls while creating with this toy. It does need a C battery to be fully functional. There are 20 cards and 5 colors for the child to use. I am going to try to buy more supplies so my great niece will have them on hand when she feels creative.. This toy doesn't make noise or play a  video game, but it is something very different for kids of today. It inspires them to use their imagination. I recommend this toy highly for someone buying a child of 6 or up a creative toy","5.0 out of 5 stars","November 6, 2015","http://www.amazon.com/review/R1LUF687BKSA4I/ref=cm_aya_cmt?ie=UTF8&ASIN=B00RHGG1IK#wasThisHelpful","R1LUF687BKSA4I","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
"This DII oversized towel set is very pretty. It's eggplant and white print make a nice contrast to my kitchen where I tend towards blues and yellows.The dish towels are oversized which is very handy if you have a lot of dishes to dry. They are made out of 100% cotton.I will warn you that you have to be careful with these towels. You have to wash them separately so the colors do not bleed I washed mine with a cold water and vinegar rinse so the colors will not run. That's a trick my mother taught me and it usually works.I recommend these towels for anybody in the market for off beat kitchen towels. They will add a splash of color to your kitchen.","5.0 out of 5 stars","November 6, 2015","http://www.amazon.com/review/R187KBKQOTUEUX/ref=cm_aya_cmt?ie=UTF8&ASIN=B00I5IVLA2#wasThisHelpful","R187KBKQOTUEUX","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
"Another DII kitchen product I can recommend. These towels are plush but of course I think they should be more plush. It's a personal preference and should not affect your enjoyment and use of these towels. They are durable and work well for the varied tasks in the kitchen. I wasn't too thrilled with the green color, but that is also a personal preference.Except for  my color preference, these clothes are a good buy. I recommend them highly to anyone wanting a sturdy kitchen cloth.","4.0 out of 5 stars","October 31, 2015","http://www.amazon.com/review/R2YS5FZTWGK1E1/ref=cm_aya_cmt?ie=UTF8&ASIN=B003WOJLB0#wasThisHelpful","R2YS5FZTWGK1E1","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
"The DII Kitchen Millennium clothes are perfect if you need to scrub a delicate surface without scratching it.  I have used this on my refinished tub and have been pleased with the results. I can't use any harsh abrasives on the tub because it has been refinished so these cleaning clothes have been extremely helpful. I use a non-abrasive cleaner, this cloth and some elbow grease to make my tub clean.I recommend the DII Kitchen Millennium cleaning clothes to anyone who has a tough job to do.","5.0 out of 5 stars","October 31, 2015","http://www.amazon.com/review/R1K73C9CAOEU7W/ref=cm_aya_cmt?ie=UTF8&ASIN=B003WOJLXS#wasThisHelpful","R1K73C9CAOEU7W","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
"I usually buy the store brand paper towels because they are cheaper than brand name paper towels and like most people, I am trying to save money. But after using the Georgia-Pacific Perforated Roll Paper Towels  i realize that I made a foolish choice. The Georgia-Pacific paper towels actually save money because they actually perform much better at any task than the store brand paper towels.For instance, need to wipe up a spill? The generic paper towels make take 4 or 5 to clean the spill. The Georgia-Pacific paper towels only require 1 paper towel. So the money I ""saved"" using generic paper towels is non-existent because I have used more paper towels. It doesn't make a lot of sense to actually pay more for a poor quality product when you can buy the much higher quality Georgia-Pacific.I recommend the Georgia-Pacific Perforated Roll Paper towels to anyone and everyone that uses paper towels.","5.0 out of 5 stars","October 31, 2015","http://www.amazon.com/review/R1NO2JZ8AOPX34/ref=cm_aya_cmt?ie=UTF8&ASIN=B00Q271IQK#wasThisHelpful","R1NO2JZ8AOPX34","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
"This ""Faith and Inspiration"" necklace is quite pretty. The eighteen inch chain is made out of sterling silver. The pendant is two toned, the body of the angel is sterling silver with a cubic zirconia. The heart the angel carries is gold toned. It comes in a small soft bag tucked into a jewelry box.This necklace is quite delicate looking but looks are deceiving. This necklace is beautiful and well made to take everyday wear. It could be quite a beautiful addition to you or a loved one's wardrobe.Hallmark makes quality jewelry. I recommend this necklace highly for all of those who love angels or as a gift to somebody who loves angels.","5.0 out of 5 stars","October 31, 2015","http://www.amazon.com/review/REMVVEWPRH3OO/ref=cm_aya_cmt?ie=UTF8&ASIN=B0114KT1F4#wasThisHelpful","REMVVEWPRH3OO","A15LK8DSFQZZ52","http://www.amazon.com/gp/cdp/member-reviews/A15LK8DSFQZZ52?ie=UTF8&display=public&page=1&sort_by=MostRecentReview","correct"
